word 	 start 	 end 	 duration 	 confidence 	 file 
the 	 34.68 	 34.86 	 0.17999999999999972 	 0.997 	  Main3 
world 	 34.86 	 35.12 	 0.259999999999998 	 0.985 	  Main3 
thought 	 35.12 	 35.42 	 0.30000000000000426 	 0.957 	  Main3 
a 	 35.42 	 35.6 	 0.17999999999999972 	 0.93 	  Main3 
moment. 	 35.6 	 35.96 	 0.35999999999999943 	 0.997 	  Main3 
It 	 36.26 	 36.64 	 0.38000000000000256 	 0.675 	  Main3 
says 	 36.64 	 36.88 	 0.240000000000002 	 0.943 	  Main3 
Puppy's 	 36.88 	 37.44 	 0.5599999999999952 	 0.864 	  Main3 
bark 	 37.44 	 37.72 	 0.28000000000000114 	 0.94 	  Main3 
for 	 37.72 	 37.96 	 0.240000000000002 	 0.995 	  Main3 
it 	 37.96 	 38.08 	 0.11999999999999744 	 0.999 	  Main3 
on 	 38.08 	 38.24 	 0.1600000000000037 	 0.98 	  Main3 
the 	 38.24 	 38.4 	 0.1599999999999966 	 0.998 	  Main3 
box. 	 38.4 	 38.9 	 0.5 	 0.99 	  Main3 
Said 	 39.38 	 39.5 	 0.11999999999999744 	 0.553 	  Main3 
Michael. 	 39.5 	 39.98 	 0.4799999999999969 	 0.992 	  Main3 
His 	 41.94 	 42.26 	 0.3200000000000003 	 0.674 	  Main3 
wife 	 42.26 	 42.62 	 0.35999999999999943 	 0.995 	  Main3 
would 	 42.62 	 42.86 	 0.240000000000002 	 0.997 	  Main3 
be 	 42.86 	 43 	 0.14000000000000057 	 0.996 	  Main3 
through 	 43 	 43.28 	 0.28000000000000114 	 0.943 	  Main3 
at 	 43.28 	 43.44 	 0.1599999999999966 	 0.974 	  Main3 
the 	 43.44 	 43.56 	 0.12000000000000455 	 0.993 	  Main3 
hairdressers 	 43.56 	 44.16 	 0.5999999999999943 	 0.936 	  Main3 
in 	 44.16 	 44.36 	 0.20000000000000284 	 0.932 	  Main3 
15 	 44.36 	 44.68 	 0.3200000000000003 	 0.909 	  Main3 
minutes 	 44.68 	 44.98 	 0.29999999999999716 	 0.601 	  Main3 
Michael 	 45.08 	 45.4 	 0.3200000000000003 	 0.984 	  Main3 
saw 	 45.4 	 45.72 	 0.3200000000000003 	 0.988 	  Main3 
in 	 45.72 	 45.94 	 0.21999999999999886 	 0.88 	  Main3 
looking 	 45.94 	 46.18 	 0.240000000000002 	 0.98 	  Main3 
at 	 46.18 	 46.32 	 0.14000000000000057 	 0.999 	  Main3 
his 	 46.32 	 46.52 	 0.20000000000000284 	 0.998 	  Main3 
watch, 	 46.52 	 46.98 	 0.45999999999999375 	 0.993 	  Main3 
unless 	 47.34 	 47.52 	 0.17999999999999972 	 0.983 	  Main3 
they 	 47.52 	 47.7 	 0.17999999999999972 	 0.998 	  Main3 
had 	 47.7 	 47.88 	 0.17999999999999972 	 0.998 	  Main3 
trouble 	 47.88 	 48.12 	 0.23999999999999488 	 0.97 	  Main3 
drying 	 48.12 	 48.5 	 0.38000000000000256 	 0.966 	  Main3 
it. 	 48.5 	 49.12 	 0.6199999999999974 	 0.991 	  Main3 
Sometimes 	 49.36 	 49.7 	 0.3400000000000034 	 0.969 	  Main3 
they 	 49.7 	 49.94 	 0.23999999999999488 	 0.977 	  Main3 
had 	 49.94 	 50.1 	 0.1600000000000037 	 0.979 	  Main3 
trouble 	 50.1 	 50.29 	 0.18999999999999773 	 0.959 	  Main3 
drying 	 50.29 	 50.74 	 0.45000000000000284 	 0.96 	  Main3 
it. 	 50.74 	 51.18 	 0.4399999999999977 	 0.995 	  Main3 
She 	 51.36 	 51.56 	 0.20000000000000284 	 0.992 	  Main3 
didn't 	 51.56 	 51.78 	 0.21999999999999886 	 0.995 	  Main3 
like 	 51.78 	 51.98 	 0.19999999999999574 	 0.998 	  Main3 
to 	 51.98 	 52.12 	 0.14000000000000057 	 0.997 	  Main3 
get 	 52.12 	 52.26 	 0.14000000000000057 	 0.999 	  Main3 
to 	 52.26 	 52.4 	 0.14000000000000057 	 0.994 	  Main3 
the 	 52.4 	 52.5 	 0.10000000000000142 	 0.996 	  Main3 
hotel 	 52.5 	 52.84 	 0.3400000000000034 	 0.995 	  Main3 
first. 	 52.84 	 53.32 	 0.4799999999999969 	 0.983 	  Main3 
She 	 53.84 	 54.06 	 0.21999999999999886 	 0.988 	  Main3 
would 	 54.06 	 54.24 	 0.17999999999999972 	 0.992 	  Main3 
want 	 54.24 	 54.42 	 0.17999999999999972 	 0.995 	  Main3 
him 	 54.42 	 54.62 	 0.19999999999999574 	 0.988 	  Main3 
to 	 54.62 	 54.7 	 0.0800000000000054 	 0.994 	  Main3 
be 	 54.7 	 54.84 	 0.14000000000000057 	 0.993 	  Main3 
their 	 54.84 	 55.02 	 0.17999999999999972 	 0.915 	  Main3 
waiting 	 55.02 	 55.28 	 0.259999999999998 	 0.832 	  Main3 
for 	 55.32 	 55.54 	 0.21999999999999886 	 0.997 	  Main3 
her 	 55.54 	 55.74 	 0.20000000000000284 	 0.996 	  Main3 
as 	 55.74 	 55.96 	 0.21999999999999886 	 0.989 	  Main3 
usual. 	 55.96 	 56.32 	 0.35999999999999943 	 1.0 	  Main3 
He 	 56.84 	 57 	 0.1599999999999966 	 0.986 	  Main3 
found 	 57 	 57.28 	 0.28000000000000114 	 0.996 	  Main3 
a 	 57.28 	 57.42 	 0.14000000000000057 	 0.998 	  Main3 
big 	 57.42 	 57.66 	 0.23999999999999488 	 0.991 	  Main3 
leather 	 57.66 	 57.92 	 0.2600000000000051 	 0.964 	  Main3 
chair 	 57.92 	 58.26 	 0.3399999999999963 	 0.995 	  Main3 
in 	 58.26 	 58.42 	 0.1600000000000037 	 0.998 	  Main3 
the 	 58.42 	 58.58 	 0.1599999999999966 	 0.996 	  Main3 
lobby, 	 58.58 	 59.02 	 0.44000000000000483 	 0.984 	  Main3 
facing 	 59.32 	 59.82 	 0.5 	 0.97 	  Main3 
a 	 59.82 	 59.98 	 0.1599999999999966 	 0.993 	  Main3 
window, 	 59.98 	 60.32 	 0.3400000000000034 	 0.994 	  Main3 
and 	 60.92 	 60.94 	 0.01999999999999602 	 0.944 	  Main3 
he 	 60.94 	 61.02 	 0.0800000000000054 	 0.987 	  Main3 
put 	 61.02 	 61.2 	 0.17999999999999972 	 0.99 	  Main3 
the 	 61.2 	 61.4 	 0.19999999999999574 	 0.967 	  Main3 
shoes 	 61.4 	 61.72 	 0.3200000000000003 	 0.954 	  Main3 
and 	 61.78 	 61.96 	 0.17999999999999972 	 0.986 	  Main3 
the 	 61.96 	 62.02 	 0.060000000000002274 	 0.977 	  Main3 
puppy 	 62.02 	 62.3 	 0.27999999999999403 	 0.7 	  Main3 
biscuit 	 62.3 	 62.66 	 0.35999999999999943 	 0.878 	  Main3 
on 	 62.66 	 62.84 	 0.18000000000000682 	 0.998 	  Main3 
the 	 62.84 	 63.02 	 0.17999999999999972 	 0.999 	  Main3 
floor 	 63.02 	 63.2 	 0.17999999999999972 	 0.999 	  Main3 
beside 	 63.2 	 63.54 	 0.3399999999999963 	 0.992 	  Main3 
it. 	 63.54 	 64 	 0.46000000000000085 	 0.995 	  Main3 
He 	 64.18 	 64.36 	 0.1799999999999926 	 0.996 	  Main3 
picked 	 64.36 	 64.58 	 0.21999999999999886 	 0.983 	  Main3 
up 	 64.58 	 64.8 	 0.21999999999999886 	 0.999 	  Main3 
an 	 64.8 	 64.98 	 0.18000000000000682 	 0.993 	  Main3 
old 	 64.98 	 65.24 	 0.2599999999999909 	 0.994 	  Main3 
copy 	 65.24 	 65.52 	 0.28000000000000114 	 0.99 	  Main3 
of 	 65.52 	 65.7 	 0.18000000000000682 	 1.0 	  Main3 
liberty 	 65.7 	 66.02 	 0.3199999999999932 	 0.506 	  Main3 
and 	 66.02 	 66.44 	 0.4200000000000017 	 0.928 	  Main3 
sank 	 66.44 	 66.68 	 0.2400000000000091 	 0.936 	  Main3 
down 	 66.68 	 66.96 	 0.2799999999999869 	 0.684 	  Main3 
into 	 66.96 	 67.24 	 0.28000000000000114 	 0.974 	  Main3 
the 	 67.24 	 67.42 	 0.18000000000000682 	 0.998 	  Main3 
chair. 	 67.42 	 67.84 	 0.4200000000000017 	 0.999 	  Main3 
Can 	 68.2 	 68.4 	 0.20000000000000284 	 0.974 	  Main3 
Germany 	 68.4 	 68.74 	 0.3399999999999892 	 0.988 	  Main3 
conquer 	 68.74 	 69.26 	 0.5200000000000102 	 0.993 	  Main3 
the 	 69.26 	 69.46 	 0.19999999999998863 	 0.996 	  Main3 
world 	 69.46 	 69.88 	 0.4200000000000017 	 0.996 	  Main3 
through 	 69.88 	 70.22 	 0.3400000000000034 	 0.972 	  Main3 
the 	 70.22 	 70.48 	 0.2600000000000051 	 0.997 	  Main3 
air? 	 70.48 	 71 	 0.519999999999996 	 0.995 	  Main3 
Michael 	 71.28 	 71.56 	 0.28000000000000114 	 0.948 	  Main3 
Smith 	 71.56 	 72.02 	 0.45999999999999375 	 0.995 	  Main3 
looked 	 72.02 	 72.38 	 0.35999999999999943 	 0.984 	  Main3 
at 	 72.38 	 72.6 	 0.21999999999999886 	 0.974 	  Main3 
the 	 72.6 	 72.7 	 0.10000000000000853 	 0.945 	  Main3 
pictures 	 72.7 	 73.06 	 0.35999999999999943 	 0.889 	  Main3 
of 	 73.1 	 73.32 	 0.21999999999999886 	 0.997 	  Main3 
bombing 	 73.32 	 73.64 	 0.3200000000000074 	 0.925 	  Main3 
planes 	 73.64 	 74.06 	 0.4200000000000017 	 0.975 	  Main3 
and 	 74.06 	 74.36 	 0.29999999999999716 	 0.959 	  Main3 
of 	 74.36 	 74.52 	 0.1599999999999966 	 0.796 	  Main3 
ruined 	 74.52 	 74.76 	 0.2400000000000091 	 0.664 	  Main3 
streets. 	 74.76 	 75.14 	 0.37999999999999545 	 0.994 	  Main3 
Something 	 0.46 	 0.8 	 0.34 	 0.747 	  Main4 
struck 	 0.8 	 1.22 	 0.41999999999999993 	 0.973 	  Main4 
his 	 1.22 	 1.48 	 0.26 	 0.983 	  Main4 
shoulder. 	 1.48 	 1.86 	 0.3800000000000001 	 0.984 	  Main4 
I've 	 2.36 	 2.74 	 0.38000000000000034 	 0.956 	  Main4 
been 	 2.74 	 2.84 	 0.09999999999999964 	 0.998 	  Main4 
looking 	 2.84 	 3.1 	 0.26000000000000023 	 0.996 	  Main4 
all 	 3.1 	 3.44 	 0.33999999999999986 	 0.993 	  Main4 
over 	 3.44 	 3.7 	 0.26000000000000023 	 0.998 	  Main4 
this 	 3.7 	 3.88 	 0.17999999999999972 	 0.978 	  Main4 
hotel 	 3.88 	 4.22 	 0.33999999999999986 	 0.997 	  Main4 
for 	 4.22 	 4.48 	 0.2600000000000007 	 0.987 	  Main4 
you. 	 4.48 	 5.08 	 0.5999999999999996 	 0.998 	  Main4 
Said 	 5.3 	 5.52 	 0.21999999999999975 	 0.522 	  Main4 
Mrs. 	 5.52 	 5.78 	 0.2600000000000007 	 0.635 	  Main4 
Smith, 	 5.94 	 6.18 	 0.23999999999999932 	 0.97 	  Main4 
why 	 6.72 	 6.82 	 0.10000000000000053 	 0.634 	  Main4 
do 	 6.82 	 6.96 	 0.13999999999999968 	 0.993 	  Main4 
you 	 6.96 	 7.02 	 0.05999999999999961 	 0.994 	  Main4 
have 	 7.02 	 7.2 	 0.1800000000000006 	 0.995 	  Main4 
to 	 7.2 	 7.36 	 0.16000000000000014 	 0.993 	  Main4 
hide 	 7.36 	 7.64 	 0.27999999999999936 	 0.996 	  Main4 
in 	 7.64 	 7.86 	 0.22000000000000064 	 0.974 	  Main4 
this 	 7.86 	 8.06 	 0.20000000000000018 	 0.992 	  Main4 
old 	 8.06 	 8.32 	 0.2599999999999998 	 0.957 	  Main4 
chair? 	 8.32 	 8.68 	 0.35999999999999943 	 0.993 	  Main4 
How 	 9.12 	 9.32 	 0.20000000000000107 	 0.992 	  Main4 
did 	 9.32 	 9.48 	 0.16000000000000014 	 0.989 	  Main4 
you 	 9.48 	 9.6 	 0.11999999999999922 	 0.995 	  Main4 
expect 	 9.6 	 10.1 	 0.5 	 0.998 	  Main4 
me 	 10.1 	 10.32 	 0.22000000000000064 	 0.998 	  Main4 
to 	 10.32 	 10.5 	 0.17999999999999972 	 0.999 	  Main4 
find 	 10.5 	 10.78 	 0.27999999999999936 	 0.997 	  Main4 
you? 	 10.78 	 11.14 	 0.3600000000000012 	 0.999 	  Main4 
Things 	 11.52 	 11.86 	 0.33999999999999986 	 0.964 	  Main4 
close 	 11.86 	 12.22 	 0.3600000000000012 	 0.971 	  Main4 
in. 	 12.22 	 12.82 	 0.5999999999999996 	 0.925 	  Main4 
Said 	 13.06 	 13.3 	 0.2400000000000002 	 0.902 	  Main4 
Michael 	 13.3 	 13.6 	 0.29999999999999893 	 0.969 	  Main4 
Smith 	 13.6 	 13.92 	 0.3200000000000003 	 0.958 	  Main4 
vaguely. 	 13.92 	 14.42 	 0.5 	 0.929 	  Main4 
What? 	 16.08 	 16.38 	 0.3000000000000007 	 0.964 	  Main4 
Mrs. 	 17.16 	 17.5 	 0.33999999999999986 	 0.86 	  Main4 
Smith 	 17.58 	 17.88 	 0.3000000000000007 	 0.99 	  Main4 
said, 	 17.88 	 18.32 	 0.4400000000000013 	 0.998 	  Main4 
did 	 18.62 	 18.78 	 0.16000000000000014 	 0.663 	  Main4 
you 	 18.78 	 18.92 	 0.14000000000000057 	 0.998 	  Main4 
get 	 18.92 	 19.18 	 0.259999999999998 	 0.998 	  Main4 
the 	 19.18 	 19.4 	 0.21999999999999886 	 0.986 	  Main4 
what 	 19.4 	 19.6 	 0.20000000000000284 	 0.658 	  Main4 
sits 	 19.6 	 19.86 	 0.259999999999998 	 0.375 	  Main4 
name? 	 19.86 	 20.14 	 0.28000000000000114 	 0.952 	  Main4 
The 	 20.58 	 20.76 	 0.18000000000000327 	 0.968 	  Main4 
puppy 	 20.76 	 21.02 	 0.259999999999998 	 0.923 	  Main4 
biscuit? 	 21.02 	 21.44 	 0.4200000000000017 	 0.866 	  Main4 
What's 	 21.94 	 22.3 	 0.35999999999999943 	 0.984 	  Main4 
in 	 22.3 	 22.38 	 0.0799999999999983 	 0.998 	  Main4 
that 	 22.38 	 22.64 	 0.26000000000000156 	 0.996 	  Main4 
box? 	 22.64 	 23 	 0.35999999999999943 	 0.999 	  Main4 
Shoes. 	 23.6 	 24.24 	 0.639999999999997 	 0.706 	  Main4 
Said 	 24.66 	 24.92 	 0.26000000000000156 	 0.983 	  Main4 
Michael. 	 24.92 	 25.26 	 0.33999999999999986 	 0.995 	  Main4 
Couldn't 	 25.78 	 26.06 	 0.2799999999999976 	 0.973 	  Main4 
you 	 26.06 	 26.22 	 0.16000000000000014 	 0.998 	  Main4 
have 	 26.22 	 26.4 	 0.17999999999999972 	 0.984 	  Main4 
put 	 26.4 	 26.56 	 0.16000000000000014 	 0.999 	  Main4 
them 	 26.56 	 26.8 	 0.240000000000002 	 0.997 	  Main4 
on 	 26.8 	 27.06 	 0.259999999999998 	 0.985 	  Main4 
in 	 27.06 	 27.22 	 0.16000000000000014 	 0.982 	  Main4 
the 	 27.22 	 27.5 	 0.28000000000000114 	 0.994 	  Main4 
store? 	 27.5 	 27.74 	 0.23999999999999844 	 0.984 	  Main4 
I 	 28.22 	 28.4 	 0.17999999999999972 	 0.636 	  Main4 
was 	 28.4 	 28.6 	 0.20000000000000284 	 0.996 	  Main4 
thinking. 	 28.6 	 28.96 	 0.35999999999999943 	 0.992 	  Main4 
Said 	 29.52 	 29.72 	 0.1999999999999993 	 0.974 	  Main4 
Michael. 	 29.72 	 30.06 	 0.33999999999999986 	 0.991 	  Main4 
Does 	 30.54 	 30.72 	 0.17999999999999972 	 0.99 	  Main4 
it 	 30.72 	 30.92 	 0.20000000000000284 	 0.996 	  Main4 
ever 	 30.92 	 31.12 	 0.1999999999999993 	 0.998 	  Main4 
occur 	 31.12 	 31.48 	 0.35999999999999943 	 0.934 	  Main4 
to 	 31.48 	 31.72 	 0.23999999999999844 	 0.996 	  Main4 
you 	 31.72 	 31.96 	 0.240000000000002 	 0.996 	  Main4 
that 	 31.96 	 32.18 	 0.21999999999999886 	 0.981 	  Main4 
I 	 32.18 	 32.38 	 0.20000000000000284 	 0.988 	  Main4 
am 	 32.38 	 32.56 	 0.17999999999999972 	 0.992 	  Main4 
sometimes 	 32.56 	 32.94 	 0.37999999999999545 	 0.962 	  Main4 
thinking? 	 32.94 	 33.36 	 0.4200000000000017 	 0.976 	  Main4 
She 	 33.88 	 34.1 	 0.21999999999999886 	 0.986 	  Main4 
looked 	 34.1 	 34.36 	 0.259999999999998 	 0.998 	  Main4 
at 	 34.36 	 34.48 	 0.11999999999999744 	 1.0 	  Main4 
him. 	 34.48 	 34.5 	 0.020000000000003126 	 0.997 	  Main4 
I'm 	 35.12 	 35.5 	 0.38000000000000256 	 0.987 	  Main4 
going 	 35.5 	 35.72 	 0.21999999999999886 	 0.995 	  Main4 
to 	 35.72 	 35.8 	 0.0799999999999983 	 0.992 	  Main4 
take 	 35.8 	 35.98 	 0.17999999999999972 	 0.999 	  Main4 
your 	 35.98 	 36.16 	 0.17999999999999972 	 0.98 	  Main4 
temperature 	 36.16 	 36.58 	 0.4200000000000017 	 0.965 	  Main4 
when 	 36.58 	 36.94 	 0.35999999999999943 	 0.981 	  Main4 
I 	 36.94 	 37.04 	 0.10000000000000142 	 0.989 	  Main4 
get 	 37.04 	 37.2 	 0.1600000000000037 	 0.991 	  Main4 
you 	 37.2 	 37.4 	 0.19999999999999574 	 0.956 	  Main4 
home. 	 37.4 	 37.48 	 0.0799999999999983 	 0.999 	  Main4 
She 	 38.22 	 38.5 	 0.28000000000000114 	 0.983 	  Main4 
said. 	 38.5 	 38.78 	 0.28000000000000114 	 0.997 	  Main4 
They 	 40.46 	 40.66 	 0.19999999999999574 	 0.972 	  Main4 
went 	 40.66 	 40.9 	 0.240000000000002 	 0.998 	  Main4 
out 	 40.9 	 41.24 	 0.3400000000000034 	 0.982 	  Main4 
through 	 41.24 	 41.42 	 0.17999999999999972 	 0.989 	  Main4 
the 	 41.42 	 41.54 	 0.11999999999999744 	 0.993 	  Main4 
revolving 	 41.54 	 42.08 	 0.5399999999999991 	 0.992 	  Main4 
doors 	 42.08 	 42.46 	 0.38000000000000256 	 0.971 	  Main4 
that 	 42.46 	 42.74 	 0.28000000000000114 	 0.874 	  Main4 
made 	 42.74 	 42.96 	 0.21999999999999886 	 0.954 	  Main4 
a 	 42.96 	 43.14 	 0.17999999999999972 	 0.887 	  Main4 
faintly 	 43.14 	 43.45 	 0.3100000000000023 	 0.995 	  Main4 
Dariusive 	 43.45 	 44.04 	 0.5899999999999963 	 0.347 	  Main4 
whistling 	 44.04 	 44.44 	 0.3999999999999986 	 0.64 	  Main4 
sound 	 44.44 	 44.82 	 0.38000000000000256 	 0.997 	  Main4 
when 	 44.82 	 45.06 	 0.240000000000002 	 0.98 	  Main4 
you 	 45.06 	 45.16 	 0.09999999999999432 	 0.991 	  Main4 
push 	 45.16 	 45.36 	 0.20000000000000284 	 0.628 	  Main4 
them. 	 45.36 	 45.48 	 0.11999999999999744 	 0.988 	  Main4 
It 	 46.04 	 46.18 	 0.14000000000000057 	 0.987 	  Main4 
was 	 46.18 	 46.36 	 0.17999999999999972 	 0.998 	  Main4 
two 	 46.36 	 46.58 	 0.21999999999999886 	 0.715 	  Main4 
blocks 	 46.58 	 46.96 	 0.38000000000000256 	 0.984 	  Main4 
to 	 46.96 	 47.16 	 0.19999999999999574 	 0.99 	  Main4 
the 	 47.16 	 47.3 	 0.14000000000000057 	 0.997 	  Main4 
parking 	 47.3 	 47.62 	 0.3200000000000003 	 0.998 	  Main4 
lot. 	 47.62 	 48 	 0.38000000000000256 	 0.998 	  Main4 
At 	 48.36 	 48.54 	 0.17999999999999972 	 0.991 	  Main4 
the 	 48.54 	 48.66 	 0.11999999999999744 	 0.997 	  Main4 
drug 	 48.66 	 48.88 	 0.22000000000000597 	 0.98 	  Main4 
store 	 48.88 	 49.14 	 0.259999999999998 	 0.551 	  Main4 
on 	 49.14 	 49.32 	 0.17999999999999972 	 0.986 	  Main4 
the 	 49.32 	 49.4 	 0.0799999999999983 	 0.998 	  Main4 
corner 	 49.4 	 49.68 	 0.28000000000000114 	 0.986 	  Main4 
she 	 49.68 	 49.94 	 0.259999999999998 	 0.688 	  Main4 
said, 	 49.94 	 50.2 	 0.2600000000000051 	 0.989 	  Main4 
Wait 	 50.9 	 51.18 	 0.28000000000000114 	 0.6 	  Main4 
here 	 51.18 	 51.42 	 0.240000000000002 	 0.946 	  Main4 
for 	 51.42 	 51.48 	 0.05999999999999517 	 0.991 	  Main4 
me. 	 51.48 	 51.5 	 0.020000000000003126 	 0.999 	  Main4 
I 	 52.14 	 52.3 	 0.1599999999999966 	 0.968 	  Main4 
forgot 	 52.3 	 52.64 	 0.3400000000000034 	 0.993 	  Main4 
something. 	 52.64 	 53.06 	 0.4200000000000017 	 0.996 	  Main4 
I 	 53.62 	 53.78 	 0.1600000000000037 	 0.88 	  Main4 
won't 	 53.78 	 54.06 	 0.28000000000000114 	 0.995 	  Main4 
be 	 54.06 	 54.24 	 0.17999999999999972 	 0.999 	  Main4 
a 	 54.24 	 54.36 	 0.11999999999999744 	 0.992 	  Main4 
minute. 	 54.36 	 54.48 	 0.11999999999999744 	 0.98 	  Main4 
She 	 55.08 	 55.3 	 0.21999999999999886 	 0.85 	  Main4 
was 	 55.3 	 55.56 	 0.2600000000000051 	 0.999 	  Main4 
more 	 55.56 	 55.82 	 0.259999999999998 	 0.997 	  Main4 
than 	 55.82 	 56 	 0.17999999999999972 	 0.997 	  Main4 
a 	 56 	 56.12 	 0.11999999999999744 	 0.999 	  Main4 
minute. 	 56.12 	 56.38 	 0.2600000000000051 	 0.994 	  Main4 
Michael 	 56.96 	 57.3 	 0.3399999999999963 	 0.981 	  Main4 
Smith 	 57.3 	 57.78 	 0.480000000000004 	 0.982 	  Main4 
lighted 	 57.78 	 58.24 	 0.46000000000000085 	 0.683 	  Main4 
a 	 58.24 	 58.4 	 0.1599999999999966 	 0.987 	  Main4 
cigarette. 	 58.4 	 58.84 	 0.44000000000000483 	 0.996 	  Main4 
To 	 59.3 	 59.46 	 0.1600000000000037 	 0.516 	  Main4 
begin 	 59.46 	 59.72 	 0.259999999999998 	 0.603 	  Main4 
to 	 59.72 	 59.96 	 0.240000000000002 	 0.993 	  Main4 
rain. 	 59.96 	 60.18 	 0.21999999999999886 	 0.663 	  Main4 
Rain 	 60.88 	 61.24 	 0.35999999999999943 	 0.824 	  Main4 
with 	 61.24 	 61.54 	 0.29999999999999716 	 0.874 	  Main4 
sleet 	 61.54 	 61.86 	 0.3200000000000003 	 0.512 	  Main4 
in 	 61.86 	 61.98 	 0.11999999999999744 	 0.991 	  Main4 
it. 	 61.98 	 62.18 	 0.20000000000000284 	 0.993 	  Main4 
He 	 62.58 	 62.74 	 0.1600000000000037 	 0.978 	  Main4 
stood 	 62.74 	 62.98 	 0.23999999999999488 	 0.999 	  Main4 
up 	 62.98 	 63.24 	 0.2600000000000051 	 0.997 	  Main4 
against 	 63.24 	 63.58 	 0.3399999999999963 	 0.997 	  Main4 
the 	 63.58 	 63.8 	 0.21999999999999886 	 0.99 	  Main4 
wall 	 63.8 	 64 	 0.20000000000000284 	 0.991 	  Main4 
of 	 64 	 64.2 	 0.20000000000000284 	 0.991 	  Main4 
the 	 64.2 	 64.28 	 0.0799999999999983 	 0.983 	  Main4 
drug 	 64.28 	 64.52 	 0.23999999999999488 	 0.942 	  Main4 
store. 	 64.52 	 64.88 	 0.35999999999999943 	 0.776 	  Main4 
Smoking. 	 65.54 	 65.74 	 0.19999999999998863 	 0.953 	  Main4 
He 	 65.74 	 66.8 	 1.0600000000000023 	 0.982 	  Main4 
put 	 66.8 	 66.98 	 0.18000000000000682 	 0.995 	  Main4 
his 	 66.98 	 67.24 	 0.2599999999999909 	 0.998 	  Main4 
shoulders 	 67.24 	 67.54 	 0.30000000000001137 	 0.987 	  Main4 
back 	 67.54 	 68.02 	 0.47999999999998977 	 0.998 	  Main4 
and 	 68.02 	 68.2 	 0.18000000000000682 	 0.945 	  Main4 
his 	 68.2 	 68.44 	 0.23999999999999488 	 0.975 	  Main4 
heels 	 68.44 	 68.7 	 0.2600000000000051 	 0.969 	  Main4 
together. 	 68.7 	 69.14 	 0.4399999999999977 	 0.996 	  Main4 
To 	 69.68 	 69.9 	 0.21999999999999886 	 0.986 	  Main4 
hell 	 69.9 	 70.14 	 0.23999999999999488 	 0.965 	  Main4 
with 	 70.14 	 70.38 	 0.23999999999999488 	 0.998 	  Main4 
the 	 70.38 	 70.48 	 0.10000000000000853 	 0.983 	  Main4 
hankerchief. 	 70.48 	 71.08 	 0.5999999999999943 	 0.51 	  Main4 
Said 	 71.7 	 71.94 	 0.23999999999999488 	 0.987 	  Main4 
Michael 	 71.94 	 72.3 	 0.35999999999999943 	 0.995 	  Main4 
Smith 	 72.3 	 72.68 	 0.38000000000000966 	 0.995 	  Main4 
scornfully. 	 72.68 	 73.3 	 0.6199999999999903 	 0.805 	  Main4 
He 	 73.78 	 73.94 	 0.1599999999999966 	 0.993 	  Main4 
took 	 73.94 	 74.18 	 0.2400000000000091 	 0.999 	  Main4 
one 	 74.18 	 74.5 	 0.3199999999999932 	 0.995 	  Main4 
last 	 74.5 	 74.8 	 0.29999999999999716 	 0.989 	  Main4 
drag 	 74.8 	 75.16 	 0.35999999999999943 	 0.85 	  Main4 
on 	 75.16 	 75.34 	 0.18000000000000682 	 0.994 	  Main4 
his 	 75.34 	 75.52 	 0.1799999999999926 	 0.988 	  Main4 
cigarette 	 75.52 	 75.9 	 0.38000000000000966 	 0.997 	  Main4 
and 	 75.9 	 76.2 	 0.29999999999999716 	 0.877 	  Main4 
snapped 	 76.2 	 76.54 	 0.3400000000000034 	 0.914 	  Main4 
it 	 76.54 	 76.74 	 0.19999999999998863 	 0.98 	  Main4 
away. 	 76.74 	 76.94 	 0.20000000000000284 	 0.995 	  Main4 
Then 	 77.5 	 77.86 	 0.35999999999999943 	 0.987 	  Main4 
with 	 77.86 	 78.06 	 0.20000000000000284 	 0.735 	  Main4 
that 	 78.06 	 78.28 	 0.21999999999999886 	 0.998 	  Main4 
faint, 	 78.28 	 78.64 	 0.35999999999999943 	 0.968 	  Main4 
fleeting 	 79.02 	 79.36 	 0.3400000000000034 	 0.854 	  Main4 
smile 	 79.36 	 79.74 	 0.37999999999999545 	 0.99 	  Main4 
playing 	 79.74 	 80.16 	 0.4200000000000017 	 0.908 	  Main4 
about 	 80.16 	 80.36 	 0.20000000000000284 	 0.982 	  Main4 
his 	 80.36 	 80.56 	 0.20000000000000284 	 0.991 	  Main4 
lips. 	 80.56 	 80.88 	 0.3199999999999932 	 0.949 	  Main4 
He 	 81.42 	 81.62 	 0.20000000000000284 	 0.915 	  Main4 
faced 	 81.62 	 82.02 	 0.3999999999999915 	 0.972 	  Main4 
the 	 82.02 	 82.18 	 0.1600000000000108 	 0.997 	  Main4 
firing 	 82.18 	 82.52 	 0.3399999999999892 	 0.977 	  Main4 
squad. 	 82.52 	 83 	 0.480000000000004 	 0.977 	  Main4 
Erect 	 83.78 	 84.2 	 0.4200000000000017 	 0.559 	  Main4 
and 	 84.2 	 84.4 	 0.20000000000000284 	 0.948 	  Main4 
motionless. 	 84.4 	 85.02 	 0.6199999999999903 	 0.987 	  Main4 
Proud 	 85.32 	 85.76 	 0.44000000000001194 	 0.882 	  Main4 
and 	 85.76 	 85.86 	 0.09999999999999432 	 0.994 	  Main4 
disdainful. 	 85.86 	 86.56 	 0.7000000000000028 	 0.784 	  Main4 
Michael 	 87.06 	 87.38 	 0.3199999999999932 	 0.988 	  Main4 
